user_id,step,psi_user,delta_selected,actual_delta,psi_target,tweet_id,psi_tweet,tweet_popularity,engaged,reward,psi_user_after,model_based
100005598,0,-2.064026,0.0,0.0,-2.064026,syn_597,-2.317909,2266,0,0.0,-2.064026,True
100005598,1,-2.064026,0.0,0.0,-2.064026,syn_822,-2.335936,4521,0,0.0,-2.064026,True
100005598,2,-2.064026,0.0,0.0,-2.064026,syn_570,-2.258579,29374,0,0.0,-2.064026,True
100005598,3,-2.064026,0.0,0.0,-2.064026,syn_665,-2.265763,9558,0,0.0,-2.064026,True
100005598,4,-2.064026,0.0,0.0,-2.064026,syn_722,-2.32333,5160,0,0.0,-2.064026,True
100005598,5,-2.064026,0.0,0.0,-2.064026,syn_570,-2.258579,29374,0,0.0,-2.064026,True
100005598,6,-2.064026,0.0,0.0,-2.064026,syn_834,-2.33808,8720,0,0.0,-2.064026,True
100005598,7,-2.064026,0.0,0.0,-2.064026,syn_665,-2.265763,9558,0,0.0,-2.064026,True
100005598,8,-2.064026,0.0,0.0,-2.064026,syn_570,-2.258579,29374,0,0.0,-2.064026,True
100005598,9,-2.064026,0.0,0.0,-2.064026,syn_273,-2.275724,10230,0,0.0,-2.064026,True
100005598,10,-2.064026,0.0,0.0,-2.064026,syn_457,-2.131584,818,0,0.0,-2.064026,True
100005598,11,-2.064026,0.0,0.0,-2.064026,syn_338,-2.317538,3023,0,0.0,-2.064026,True
100005598,12,-2.064026,0.0,0.0,-2.064026,syn_751,-2.072169,5567,1,0.5,-2.0726189781198503,True
100005598,13,-2.0726189781198503,0.0,0.0,-2.0726189781198503,syn_667,-1.866534,2311,0,0.0,-2.0726189781198503,True
100005598,14,-2.0726189781198503,0.0,0.0,-2.0726189781198503,syn_534,-1.966495,8723,0,0.0,-2.0726189781198503,True
100005598,15,-2.0726189781198503,0.0,0.0,-2.0726189781198503,syn_534,-1.966495,8723,0,0.0,-2.0726189781198503,True
100005598,16,-2.0726189781198503,0.0,0.0,-2.0726189781198503,syn_502,-1.895393,8247,1,0.5,-2.0126224588820936,True
100005598,17,-2.0126224588820936,0.0,0.0,-2.0126224588820936,syn_534,-1.966495,8723,1,2.0,-2.015198262430191,True
100005598,18,-2.015198262430191,0.0,0.0,-2.015198262430191,syn_425,-1.808904,3665,1,2.0,-1.9900388028690816,True
100005598,19,-1.9900388028690816,0.0,0.0,-1.9900388028690816,syn_502,-1.895393,8247,1,2.0,-1.9918524269232751,True
100091223,0,1.86435,0.0,0.0,1.86435,syn_143,1.905705,33049,0,0.0,1.86435,True
100091223,1,1.86435,0.0,0.0,1.86435,syn_873,1.967555,4108,0,0.0,1.86435,True
