user_id,step,psi_user,delta_selected,actual_delta,psi_target,tweet_id,psi_tweet,tweet_popularity,engaged,reward,psi_user_after,model_based
100005598,0,-2.064026,0.15,0.1499999999999999,-1.9140260000000002,syn_667,-1.866534,2311,0,0.0,-2.064026,True
100005598,1,-2.064026,0.3,0.3,-1.764026,syn_2211,-1.720013,24619,0,0.0,-2.064026,True
100005598,2,-2.064026,0.0,0.0,-2.064026,syn_743,-1.990768,4095,0,0.0,-2.064026,True
100005598,3,-2.064026,0.3,0.3,-1.764026,syn_2211,-1.720013,24619,0,0.0,-2.064026,True
100005598,4,-2.064026,0.3,0.3,-1.764026,syn_549,-2.045282,6745,1,1.6,-2.073075916639924,True
100005598,5,-2.073075916639924,-0.15,-0.1499999999999999,-2.223075916639924,syn_2071,-2.357543,5371,0,0.0,-2.073075916639924,True
100005598,6,-2.073075916639924,0.0,0.0,-2.073075916639924,syn_735,-2.064026,7591,1,0.5,-2.079353958390117,True
100005598,7,-2.079353958390117,0.0,0.0,-2.079353958390117,syn_439,-1.862751,7165,0,0.0,-2.079353958390117,True
100005598,8,-2.079353958390117,0.0,0.0,-2.079353958390117,syn_502,-1.895393,8247,0,0.0,-2.079353958390117,True
100005598,9,-2.079353958390117,0.3,0.3,-1.7793539583901168,syn_2211,-1.720013,24619,0,0.0,-2.079353958390117,True
100005598,10,-2.079353958390117,0.15,0.1499999999999999,-1.929353958390117,syn_4567,-1.817951,417,0,0.0,-2.079353958390117,True
100005598,11,-2.079353958390117,0.0,0.0,-2.079353958390117,syn_1197,-1.854924,14848,0,0.0,-2.079353958390117,True
100005598,12,-2.079353958390117,0.3,0.3,-1.7793539583901168,syn_542,-1.894772,2188,0,0.0,-2.079353958390117,True
100005598,13,-2.079353958390117,-0.15,-0.1499999999999999,-2.2293539583901167,syn_4347,-2.111924,325,0,0.0,-2.079353958390117,True
100005598,14,-2.079353958390117,0.15,0.1499999999999999,-1.929353958390117,syn_3263,-1.767406,1143,0,0.0,-2.079353958390117,True
100005598,15,-2.079353958390117,-0.15,-0.1499999999999999,-2.2293539583901167,syn_446,-2.358964,863,0,0.0,-2.079353958390117,True
100005598,16,-2.079353958390117,0.15,0.1499999999999999,-1.929353958390117,syn_1197,-1.854924,14848,0,0.0,-2.079353958390117,True
100005598,17,-2.079353958390117,0.3,0.3,-1.7793539583901168,syn_4263,-1.904237,449,1,1.6,-2.004577279112697,True
100005598,18,-2.004577279112697,-0.3,-0.2999999999999998,-2.3045772791126966,syn_751,-2.072169,5567,1,3.0999999999999996,-2.014019370100856,True
100005598,19,-2.014019370100856,0.15,0.1499999999999999,-1.864019370100856,syn_743,-1.990768,4095,0,0.0,-2.014019370100856,True
100091223,0,1.86435,-0.15,-0.1499999999999999,1.71435,syn_301,1.931246,11618,1,1.2999999999999998,1.8641894884169101,True
100091223,1,1.8641894884169101,0.3,0.2999999999999998,2.16418948841691,syn_370,2.026083,9712,0,0.0,1.8641894884169101,True
100091223,2,1.8641894884169101,0.15,0.1499999999999999,2.01418948841691,syn_2207,2.00269,69205,1,2.8,1.9102398171782493,True
100091223,3,1.9102398171782493,-0.3,-0.3,1.6102398171782493,syn_675,1.687297,13445,0,0.0,1.9102398171782493,True
100091223,4,1.9102398171782493,-0.3,-0.3,1.6102398171782493,syn_806,1.563139,965,1,1.6,1.877943379408121,True
100091223,5,1.877943379408121,0.0,0.0,1.877943379408121,syn_315,1.867479,6985,1,0.5,1.8764139633387327,True
100091223,6,1.8764139633387327,0.0,0.0,1.8764139633387327,syn_352,1.700128,10764,0,0.0,1.8764139633387327,True
100091223,7,1.8764139633387327,-0.15,-0.1499999999999999,1.7264139633387328,syn_337,1.489403,5534,1,1.2999999999999998,1.8390092845767736,True
100091223,8,1.8390092845767736,0.15,0.1499999999999999,1.9890092845767735,syn_28,2.045305,9617,0,0.0,1.8390092845767736,True
